caseID,test,criterion,ref_foc
4998,75,2.83,b_focal
5000,63,2.41,a_reference
5001,76,2.23,b_focal
5006,97,3.03,a_reference
5007,89,3.51,b_focal
5012,119,1.21,a_reference
5015,93,2.98,b_focal
5016,92,3.01,b_focal
5017,113,3.34,b_focal
5018,114,3.01,b_focal
5020,110,2.51,a_reference
5021,100,3.58,b_focal
5022,66,3.23,b_focal
5023,81,2.14,a_reference
5024,96,3.2,b_focal
5025,91,2.35,b_focal
5026,101,2.94,a_reference
5029,96,2.31,a_reference
5030,111,2.91,a_reference
5033,86,2.9,a_reference
5039,97,1.25,b_focal
5041,86,2.38,a_reference
5043,113,3.59,b_focal
5046,83,2.8,b_focal
5049,94,2.11,b_focal
5050,110,1.98,a_reference
5052,100,2.31,a_reference
5055,85,1.32,a_reference
5058,140,2.69,a_reference
5060,104,2.69,b_focal
5063,125,2.9,a_reference
5064,69,2.29,a_reference
5067,99,2.46,a_reference
5068,93,2.94,b_focal
5069,100,2.86,b_focal
5070,93,1.79,a_reference
5071,89,1.7,a_reference
5072,92,1.68,b_focal
5075,144,3.95,b_focal
5076,91,1.55,a_reference
5077,102,2.5,a_reference
5078,97,3.41,b_focal
5084,119,3.23,a_reference
5085,104,2.63,b_focal
5086,109,3.41,b_focal
5088,108,3.57,a_reference
5089,86,2.8,b_focal
5090,104,3.11,a_reference
5091,111,3.54,b_focal
5093,75,2.14,a_reference
5095,91,3.42,b_focal
5096,102,3.27,b_focal
5104,93,2.42,b_focal
5108,103,3.3,a_reference
5115,95,3.18,b_focal
5118,106,3.13,b_focal
5124,120,2.89,a_reference
5125,109,3.23,b_focal
5126,104,1.84,b_focal
5128,90,2.95,b_focal
5129,91,2.47,b_focal
5131,115,3.84,b_focal
5133,96,3.37,a_reference
5135,97,2.64,a_reference
5136,92,2.99,a_reference
5138,87,3.41,b_focal
5139,111,1.91,a_reference
5140,91,2.65,b_focal
5142,108,3.51,a_reference
5144,100,3.37,a_reference
5145,76,3.2,a_reference
5147,117,3.58,a_reference
5150,93,3.48,a_reference
5151,80,3.61,b_focal
5153,97,1.74,a_reference
5154,143,3.01,b_focal
5155,104,2.31,a_reference
5156,97,1.96,a_reference
5158,91,3.04,b_focal
5161,88,2.27,a_reference
5163,108,3.31,b_focal
5165,122,3.82,a_reference
5171,89,3.4,b_focal
5173,91,3.18,b_focal
5174,113,3.65,a_reference
5179,98,3.13,b_focal
5181,88,2.9,a_reference
5184,125,3.21,a_reference
5185,93,2.46,b_focal
5187,116,3.61,b_focal
5188,141,3.24,a_reference
5192,126,3.92,b_focal
5193,124,3.77,b_focal
5195,125,3.87,b_focal
5197,124,3.84,a_reference
5198,145,3.66,b_focal
5204,97,3.11,b_focal
5206,123,3.43,b_focal
5208,86,3.23,b_focal
5211,93,1.42,a_reference
5213,95,2.45,a_reference
5214,94,2.38,a_reference
5217,88,2.75,b_focal
5218,91,2.19,a_reference
5220,145,3.74,a_reference
5221,122,3.17,b_focal
5225,111,2.64,b_focal
5228,123,2.4,b_focal
5230,103,2.17,b_focal
5233,78,1.64,b_focal
5234,111,2.9,a_reference
5239,115,3.78,b_focal
5243,78,2.04,b_focal
5244,88,2.11,a_reference
5245,89,2.19,a_reference
5246,116,2.76,a_reference
5247,123,3.74,b_focal
5248,82,1.69,a_reference
5249,110,3.53,a_reference
5250,82,2.75,a_reference
5251,89,3.14,b_focal
5252,103,2.56,a_reference
5253,79,2.38,b_focal
5254,88,1.8,a_reference
5256,103,3.21,b_focal
5257,92,1.99,b_focal
5260,103,2.16,a_reference
5261,86,2.74,b_focal
5262,113,2.17,a_reference
5267,103,3.96,b_focal
5268,109,3.37,a_reference
5271,85,1.41,a_reference
5278,93,3.04,a_reference
5283,95,2.95,a_reference
5291,94,2.76,b_focal
5295,107,3.32,b_focal
5298,94,2.56,b_focal
5301,99,3.07,a_reference
5302,93,3.46,b_focal
5305,103,2.75,a_reference
5307,107,3.6,b_focal
5312,104,3.01,a_reference
5315,84,2.6,b_focal
5316,92,3.01,a_reference
5318,100,3.15,b_focal
5320,84,2.9,b_focal
5322,94,2.88,a_reference
5323,84,2.12,a_reference
5324,85,3.61,b_focal
5326,97,2.85,b_focal
5328,93,2.23,b_focal
5330,104,3.05,a_reference
5333,115,3.99,b_focal
5336,83,2.2,a_reference
5337,97,2.34,a_reference
5340,89,2.31,b_focal
5341,86,3.14,a_reference
5342,93,2.77,a_reference
5343,96,2.93,b_focal
5344,93,3.98,b_focal
5346,93,3.8,b_focal
5347,115,3.98,a_reference
5348,99,3.64,a_reference
5349,91,2.61,a_reference
5350,90,2.88,a_reference
5351,112,3.74,b_focal
5353,102,2.61,a_reference
5354,117,3.58,a_reference
5356,117,3.55,a_reference
5357,102,2.94,a_reference
5359,90,2.53,b_focal
5360,121,4.04,a_reference
5361,87,3.26,b_focal
5362,118,2.76,a_reference
5364,70,2.74,a_reference
5365,102,2.91,b_focal
5367,96,3.2,b_focal
5368,79,3.11,a_reference
5369,104,3.96,b_focal
5371,92,2.6,a_reference
5373,86,2.61,a_reference
5374,98,1.66,a_reference
5375,99,2.76,a_reference
5377,78,2.19,a_reference
5381,105,3,b_focal
5384,84,2.54,a_reference
5385,92,2.4,a_reference
5392,90,3.31,b_focal
5393,111,3.45,a_reference
5395,79,2.83,a_reference
5397,99,2,b_focal
5398,96,2.96,b_focal
5401,97,3.27,b_focal
5402,92,2.8,b_focal
5404,108,3.64,b_focal
5405,112,3.75,b_focal
5406,90,3.31,a_reference
5407,102,3.6,a_reference
5408,113,3.68,a_reference
5409,105,2.82,a_reference
5410,97,3.67,b_focal
5411,93,2.85,b_focal
5412,97,3.45,b_focal
5413,99,3.67,b_focal
5414,81,2.38,b_focal
5415,105,2.38,a_reference
5416,100,2.91,b_focal
5420,108,2.61,a_reference
5422,103,3.16,b_focal
5423,99,2.42,a_reference
5426,98,2.1,a_reference
5427,87,2.73,a_reference
5428,108,3.07,a_reference
5430,83,2.35,b_focal
5435,62,1.93,a_reference
5437,108,3.23,a_reference
5442,102,3.27,a_reference
5443,101,3.4,a_reference
5445,102,2.54,a_reference
5449,90,2.86,a_reference
5452,84,3.55,b_focal
5460,106,2.63,b_focal
5463,84,2.28,b_focal
5469,87,2.38,b_focal
5470,95,2.98,b_focal
5471,78,1.66,a_reference
5472,87,1.47,b_focal
5474,108,3.79,a_reference
5476,87,3.47,b_focal
5477,97,3.21,b_focal
5478,95,3.77,b_focal
5480,115,3.68,b_focal
5482,113,3.12,b_focal
5483,112,3.36,a_reference
5490,112,3.4,b_focal
5494,85,1.98,a_reference
5495,96,2.77,b_focal
5497,89,2.06,a_reference
5498,97,2.94,b_focal
5499,86,2.18,a_reference
5500,96,3.47,a_reference
5501,74,3.01,b_focal
5503,104,3.84,b_focal
5504,91,3.71,b_focal
5508,93,2.62,b_focal
5510,83,2.96,a_reference
5511,73,2.04,a_reference
5515,89,1.51,a_reference
5516,90,1.86,a_reference
5519,89,2.8,a_reference
5520,106,1.9,a_reference
5521,89,2.45,a_reference
5523,108,3.18,a_reference
5524,105,3.12,a_reference
5525,85,2.49,a_reference
5526,105,3.31,b_focal
5529,96,2.84,a_reference
5530,99,2.83,b_focal
5532,92,1.46,a_reference
5533,104,2.67,a_reference
5534,97,2.24,b_focal
5535,93,1.57,b_focal
5537,97,3.69,a_reference
5538,92,2.29,a_reference
5539,92,2.59,a_reference
5540,108,3.63,b_focal
5542,106,3.5,a_reference
5543,107,3.52,b_focal
5544,106,3.98,b_focal
5545,95,2.95,a_reference
5547,81,2.47,a_reference
5550,90,2.24,a_reference
5551,108,3.58,b_focal
5552,103,2.89,a_reference
5553,94,2.59,a_reference
5554,91,3.06,a_reference
5556,105,3.23,a_reference
5557,86,2.71,a_reference
5561,108,3.01,a_reference
5562,111,2.33,b_focal
5564,91,2.51,b_focal
5565,90,1,b_focal
5566,96,3.15,a_reference
5567,64,2.73,b_focal
5568,85,2.5,a_reference
5569,88,2.41,a_reference
5571,120,3.48,b_focal
5574,77,2.52,a_reference
5575,85,3.04,b_focal
5576,87,3.83,b_focal
5577,70,2.81,a_reference
5580,108,3.52,b_focal
5589,99,2.91,b_focal
5591,97,2.2,a_reference
5592,81,2.48,a_reference
5593,80,1.77,a_reference
5596,74,2.09,a_reference
5597,78,3.66,b_focal
5599,62,2.73,a_reference
5600,90,1.94,a_reference
5604,77,2.83,a_reference
5605,101,2.57,a_reference
5606,90,3.56,b_focal
5607,99,2.85,a_reference
5612,103,3.24,a_reference
5613,92,2.6,b_focal
5614,86,2.96,a_reference
5616,89,3.06,b_focal
5617,100,2.81,a_reference
5620,85,2.4,b_focal
5622,106,3.15,b_focal
5623,69,2.37,b_focal
5626,92,2.12,a_reference
5627,84,2.8,a_reference
5628,81,2.84,b_focal
5629,94,2.36,a_reference
5630,81,2.77,a_reference
5632,87,2.64,b_focal
5634,72,3.05,b_focal
5639,93,1.86,a_reference
5640,93,2.18,a_reference
5643,106,3.1,a_reference
5646,110,3.45,b_focal
5647,92,3.21,b_focal
5652,104,3.43,a_reference
5654,93,3.6,a_reference
5655,87,2.69,b_focal
5657,101,3.57,a_reference
5659,55,3.2,b_focal
5660,81,1,a_reference
5661,111,3.72,b_focal
5662,90,3.72,b_focal
5663,86,1.69,b_focal
5664,72,2.51,b_focal
5671,92,3.5,a_reference
5673,89,3.25,a_reference
5674,108,3.3,b_focal
5677,85,2.95,b_focal
5678,90,3.23,a_reference
5681,105,3.57,b_focal
5683,108,3.4,b_focal
5684,88,3.89,b_focal
5685,92,2.56,b_focal
5686,90,3.22,b_focal
5688,91,2.91,b_focal
5691,89,3.01,b_focal
5692,76,1.81,a_reference
5693,82,2.35,a_reference
5694,88,2.14,b_focal
5695,103,3.84,b_focal
5697,97,3.5,b_focal
5698,98,2.95,a_reference
5700,90,2.91,b_focal
5702,84,3.45,b_focal
5703,94,2.29,a_reference
5704,97,3.26,a_reference
5706,135,4.07,b_focal
5707,88,2.45,b_focal
5708,90,3.6,b_focal
5709,70,1.13,a_reference
5710,107,3.78,b_focal
5712,102,3.51,b_focal
5714,86,3.29,b_focal
5717,81,1.86,b_focal
5719,101,2.84,b_focal
5723,125,4,a_reference
5726,86,1,a_reference
5727,75,2.95,b_focal
5728,103,3.45,b_focal
5730,102,2.76,a_reference
5731,107,2.39,a_reference
5733,88,3.09,b_focal
5734,83,2.61,a_reference
5735,92,1,b_focal
5736,94,2.92,a_reference
5739,145,3.88,b_focal
5740,145,2.84,b_focal
5741,145,3.23,b_focal
5744,145,3.14,a_reference
5746,145,3.19,a_reference
5751,98,2.43,a_reference
5752,95,2.93,b_focal
5753,76,2.05,b_focal
5754,70,2.91,a_reference
5755,81,2.23,a_reference
5757,55,1.87,b_focal
5759,145,3.03,a_reference
5760,145,2.33,a_reference
5762,114,2.35,b_focal
5764,93,3.38,b_focal
5770,64,2.64,b_focal
5772,94,3.05,b_focal
5773,78,2.48,b_focal
5775,76,3.17,b_focal
5776,92,2.83,a_reference
5777,81,2.15,a_reference
5779,126,3.33,a_reference
5781,62,2,a_reference
5783,106,2.13,b_focal
5784,105,3.58,a_reference
5786,84,2.61,a_reference
5787,92,2.37,b_focal
5788,106,2.51,b_focal
5791,55,3.7,a_reference
5794,105,2.84,a_reference
5796,90,3.51,b_focal
5798,120,3.27,a_reference
5802,90,3.17,a_reference
5803,91,2.53,b_focal
5805,83,2.37,a_reference
5806,82,2.31,a_reference
5809,80,2.2,a_reference
5814,85,2.8,b_focal
5816,81,2.18,a_reference
5819,74,1.53,b_focal
5822,71,1.97,b_focal
5823,89,2,a_reference
5828,84,2.64,a_reference
5831,83,2.31,a_reference
5832,85,3.22,b_focal
5834,98,3.15,b_focal
5839,103,3.76,b_focal
5842,110,3.7,a_reference
5843,89,3.7,b_focal
5844,85,2.47,b_focal
5846,75,2.03,b_focal
5847,74,1.9,a_reference
5850,62,1,a_reference
5851,80,2.59,b_focal
5853,84,2.18,b_focal
5854,102,3.34,b_focal
5855,87,2.72,b_focal
5857,89,3.54,a_reference
5860,108,3.41,b_focal
5863,121,3.49,b_focal
5867,103,2.25,a_reference
5872,80,2.24,a_reference
5877,90,2.89,b_focal
5879,80,2.83,b_focal
5880,115,3.84,b_focal
5882,81,2.01,a_reference
5883,118,3.57,a_reference
5888,106,2.97,b_focal
5889,90,3.02,b_focal
5891,84,2.77,b_focal
5895,96,2.59,b_focal
5896,86,2.45,a_reference
5897,75,2.78,b_focal
5898,101,3.54,b_focal
5899,76,3.08,a_reference
5900,86,3.09,b_focal
5902,82,3,b_focal
5903,80,2.87,a_reference
5904,110,3.36,b_focal
5905,68,2.86,b_focal
5906,110,3.45,a_reference
5907,94,3.14,a_reference
5908,107,3.88,a_reference
5909,109,4.08,b_focal
5911,113,3.34,b_focal
5912,111,2.79,b_focal
5913,89,2.41,a_reference
5914,79,2.05,b_focal
5916,92,2.39,b_focal
5918,87,2.69,a_reference
5919,59,2.58,b_focal
5920,77,1.8,a_reference
5925,93,2.66,b_focal
5927,88,2.1,a_reference
5929,86,2.28,b_focal
5931,108,2.61,a_reference
5933,79,2.74,b_focal
5934,69,1.92,b_focal
5936,83,1.87,a_reference
5937,87,2.17,b_focal
5939,83,3.18,b_focal
5942,83,3.06,b_focal
5943,101,2.34,b_focal
5945,87,2.4,b_focal
5946,94,3.05,b_focal
5947,94,2.34,a_reference
5948,82,2.45,a_reference
5950,106,2.4,a_reference
5953,100,2.24,a_reference
5957,93,3.41,b_focal
5959,91,1.93,a_reference
5961,100,3.34,a_reference
5963,81,2.52,a_reference
5964,89,2.91,a_reference
5965,94,2.85,b_focal
5969,80,2.11,a_reference
5970,94,1.67,a_reference
5973,85,3.45,b_focal
5974,87,3.54,b_focal
5975,100,3.68,b_focal
5976,116,3.83,a_reference
5978,91,3.7,b_focal
5980,86,3.51,b_focal
5981,108,2.38,b_focal
5982,82,2.23,a_reference
5983,83,1.96,a_reference
5984,88,2.14,a_reference
5985,92,2.97,b_focal
5987,89,3.07,b_focal
5989,97,3,a_reference
5990,84,2.92,a_reference
5991,78,3.12,b_focal
5992,77,3.36,b_focal
5994,88,3.11,b_focal
5995,86,2.8,a_reference
5996,57,3.14,b_focal
5997,85,3.04,a_reference
5999,86,3.03,a_reference
6001,100,2.85,a_reference
6002,104,3.64,a_reference
6003,95,3.78,a_reference
6004,94,3.53,a_reference
6014,90,3.3,b_focal
6022,87,2.47,a_reference
6023,90,3.63,a_reference
6025,70,3.05,a_reference
6026,96,1.3,a_reference
6028,85,2.59,b_focal
6030,109,3.51,b_focal
6036,88,2.47,b_focal
6037,100,2.41,a_reference
6038,108,3.14,a_reference
6039,111,3.04,b_focal
6048,99,3.81,b_focal
6049,105,3.81,a_reference
6051,83,2.81,b_focal
6055,94,2.53,b_focal
6056,114,2.65,b_focal
6057,92,2.9,b_focal
6060,95,3.35,a_reference
6070,87,2.95,a_reference
6073,123,3.62,a_reference
6075,97,3.23,a_reference
6080,114,3.09,b_focal
6081,83,3.23,b_focal
6082,95,2.94,a_reference
6083,91,3.1,a_reference
6084,83,2.6,a_reference
6085,55,3.18,a_reference
6086,73,2.87,b_focal
6088,108,3.4,a_reference
6089,98,3.34,a_reference
6095,91,2.89,b_focal
6097,95,2.68,a_reference
6098,84,2.93,a_reference
6099,116,3.66,b_focal
6103,80,3.04,a_reference
6104,83,2.91,a_reference
6107,113,3.82,b_focal
6108,118,3.33,a_reference
6109,107,2.9,b_focal
6110,100,3.39,b_focal
6114,122,3.66,b_focal
6116,92,3.4,a_reference
6118,82,3.41,a_reference
6119,75,3.06,a_reference
6120,97,3.53,a_reference
6121,87,2.7,a_reference
6122,107,3.49,b_focal
6123,81,2.34,a_reference
6124,67,2.13,b_focal
6125,81,2.8,a_reference
6126,103,3.91,b_focal
6127,95,3.14,b_focal
6130,83,1.96,a_reference
6131,83,2.88,a_reference
6133,106,3.57,a_reference
6134,122,3.76,a_reference
6135,104,3.63,b_focal
6137,95,3.62,b_focal
6138,86,3.06,b_focal
6140,94,3.4,b_focal
6142,108,3.37,b_focal
6143,83,3.2,a_reference
6144,79,2.89,b_focal
6148,85,3.13,b_focal
6149,95,3.2,a_reference
6150,100,3.24,b_focal
6155,124,4,b_focal
6158,117,3.5,a_reference
6159,120,3.66,b_focal
6163,85,3.16,a_reference
6164,118,3.32,b_focal
6166,89,3.07,b_focal
6171,129,3.78,b_focal
6176,78,2.78,a_reference
6177,86,3.27,b_focal
6179,95,3.75,b_focal
6181,103,3.45,a_reference
6186,116,1.42,b_focal
6189,99,2.08,b_focal
6192,108,3.08,a_reference
6194,89,2.12,b_focal
6197,81,2.01,b_focal
6198,83,1.94,b_focal
6202,87,3.54,b_focal
6205,99,1.75,a_reference
6208,97,2.61,b_focal
6210,93,3.43,a_reference
6216,78,1.74,a_reference
6218,76,2.08,a_reference
6221,96,3.15,b_focal
6226,99,3.45,b_focal
6230,107,2.16,a_reference
6234,109,3.55,a_reference
6239,105,3.37,b_focal
6241,108,4,b_focal
6242,100,2.73,b_focal
6245,111,2.92,a_reference
6248,103,3.25,a_reference
6249,104,3.77,b_focal
6250,109,2.99,a_reference
6251,114,3.35,a_reference
6252,120,3.27,a_reference
6254,72,2.8,a_reference
6255,90,2.64,b_focal
6257,82,2.77,a_reference
6259,113,3.26,b_focal
6260,105,3.29,b_focal
6261,121,3.39,a_reference
6262,97,3.83,b_focal
6263,127,3.75,a_reference
6264,103,3.81,a_reference
6265,89,2.82,b_focal
6267,79,3.21,a_reference
6269,84,3.2,b_focal
6271,111,3.73,b_focal
6272,107,3.27,a_reference
6274,105,3.49,a_reference
6277,100,3.64,b_focal
6278,104,2.76,b_focal
6279,104,3.35,b_focal
6284,98,3.28,b_focal
6286,99,2.98,a_reference
6287,109,3.25,b_focal
6288,87,1.57,a_reference
6290,90,2.65,b_focal
6291,106,2.87,b_focal
6296,97,3.09,a_reference
6297,84,3.04,a_reference
6298,82,2.66,a_reference
6301,106,2.98,b_focal
6302,97,2.45,a_reference
6303,89,2.51,a_reference
6308,134,3.54,b_focal
6309,107,3.63,a_reference
6310,103,2.94,b_focal
6311,93,2.05,a_reference
6312,87,3.57,b_focal
6314,99,3.12,a_reference
6315,93,2.78,b_focal
6316,111,2.62,a_reference
6318,107,3.34,a_reference
6319,112,2.89,b_focal
6320,85,2.78,a_reference
6321,91,2.69,a_reference
6322,81,3.51,b_focal
6323,86,3.19,b_focal
6325,103,3.34,a_reference
6326,91,2.64,a_reference
6330,111,3.9,b_focal
6331,103,2.54,a_reference
6332,105,3.57,a_reference
6333,115,4,b_focal
6336,118,3.84,b_focal
6338,85,2.31,a_reference
6340,93,3.12,a_reference
6341,111,3.99,b_focal
6343,112,3.42,a_reference
6344,99,2.54,a_reference
6345,87,3,b_focal
6346,102,2.16,b_focal
6347,90,2.96,a_reference
6348,101,1.63,a_reference
6352,107,3.28,a_reference
6358,55,.94,b_focal
6360,89,2.32,b_focal
6361,90,2.49,a_reference
6365,111,4,b_focal
6374,104,3.13,b_focal
6375,111,3.8,b_focal
6377,99,1.98,a_reference
6382,90,1.94,b_focal
6383,104,3.34,a_reference
6384,115,3.56,a_reference
6385,103,3.4,a_reference
6386,86,3.07,b_focal
6387,102,2.75,a_reference
6388,92,2.83,a_reference
6389,99,2.51,a_reference
6391,107,2.26,a_reference
6394,97,3.8,b_focal
6395,100,3.21,b_focal
6396,94,2.36,a_reference
6397,101,2.39,a_reference
6398,85,2.8,a_reference
6401,109,3.31,b_focal
6402,99,2.58,a_reference
6403,107,3.96,a_reference
6405,96,3.09,a_reference
6406,101,2.65,a_reference
6409,106,2.19,a_reference
6411,89,2.68,a_reference
6412,105,2.4,a_reference
6414,91,3.08,b_focal
6416,92,2.21,a_reference
6417,107,2.9,a_reference
6418,118,3.88,b_focal
6419,96,2.97,b_focal
6421,107,3.56,b_focal
6422,85,2.55,b_focal
6426,108,4.11,b_focal
6427,105,3.58,b_focal
6429,115,3.58,b_focal
6430,104,3.03,a_reference
6432,88,1.93,a_reference
6433,107,4.02,a_reference
6435,90,3,a_reference
6437,98,3.47,b_focal
6438,111,3.6,a_reference
6439,109,4.1,a_reference
6440,83,2.66,b_focal
6441,107,2.55,a_reference
6443,103,2.46,a_reference
6445,91,2.55,a_reference
6447,103,2.93,b_focal
6448,108,3.26,b_focal
6452,98,2.34,a_reference
6453,127,3.57,a_reference
6458,102,3.32,b_focal
6461,87,2.65,a_reference
6462,74,2.24,a_reference
6464,77,1.59,a_reference
6466,81,.7,a_reference
6467,86,2.1,b_focal
6469,78,1.28,b_focal
6471,119,3.36,a_reference
6472,91,2.24,a_reference
6473,84,2.52,b_focal
6475,85,1.91,b_focal
6476,100,2.93,a_reference
6477,83,2.45,b_focal
6480,83,2.69,a_reference
6482,80,2.13,b_focal
6486,83,3.2,a_reference
6487,102,2.22,b_focal
6488,111,3.69,a_reference
6489,79,1.34,b_focal
6491,55,2.38,b_focal
6493,94,3.6,b_focal
6495,94,3.17,a_reference
6496,92,2.75,a_reference
6497,84,1.66,a_reference
6498,89,3.69,b_focal
6500,92,2.73,b_focal
6502,101,2.58,a_reference
6504,91,1.86,a_reference
6505,79,.6,a_reference
6506,96,3.83,b_focal
6509,89,2.65,b_focal
6511,105,3.06,b_focal
6514,135,3.9,b_focal
6516,92,2.09,b_focal
6520,102,3.44,b_focal
6522,106,2.3,a_reference
6525,107,2.56,a_reference
6530,98,2.51,a_reference
6532,103,2.58,a_reference
6535,108,2.96,b_focal
6537,87,1.78,a_reference
6539,95,2.42,a_reference
6540,84,3.09,b_focal
6544,90,2.59,b_focal
6548,106,3.47,b_focal
6549,96,3.45,b_focal
6550,93,3.32,b_focal
6554,109,2.28,a_reference
6555,110,2.9,a_reference
6556,101,2.28,a_reference
6557,94,2.47,b_focal
6562,102,3.13,a_reference
6563,113,3.12,a_reference
6564,90,2.93,b_focal
6566,88,2.84,b_focal
6567,82,2.7,b_focal
6568,96,3.32,b_focal
6569,89,2.92,a_reference
6570,79,1.81,a_reference
6576,87,2.8,a_reference
6577,94,3.24,a_reference
6578,104,2.66,a_reference
6579,84,2.53,b_focal
6584,82,3.13,b_focal
6585,92,2.66,a_reference
6601,94,3.73,b_focal
6603,98,3.03,b_focal
6609,97,2.45,a_reference
6610,72,1,a_reference
6615,89,3.38,b_focal
6617,90,2.17,b_focal
6618,77,2.39,b_focal
6623,90,2.88,a_reference
6629,91,1.79,b_focal
6632,86,2.56,b_focal
6633,78,2.7,b_focal
6634,88,2.82,a_reference
6635,93,3.18,b_focal
6636,113,3.59,b_focal
6638,91,3.42,b_focal
6640,111,3.01,a_reference
6642,133,2.52,a_reference
6644,86,2.64,a_reference
6647,93,3.33,a_reference
6648,87,3.75,b_focal
6651,89,2.36,b_focal
6656,76,.5,a_reference
6671,91,2.82,b_focal
6685,96,2.67,a_reference
6686,100,2.38,a_reference
6688,79,.45,b_focal
6689,82,2.59,b_focal
6690,75,2.48,a_reference
6693,78,2.52,a_reference
6696,101,2.75,b_focal
6697,79,2.83,a_reference
6700,81,1.99,b_focal
6706,90,2.28,b_focal
6708,79,2.42,a_reference
6709,80,1.97,a_reference
6713,77,1,b_focal
6715,95,2.06,a_reference
6730,109,2.92,b_focal
6735,69,2.7,b_focal
6741,103,2.76,b_focal
6743,55,2.6,a_reference
6746,93,3.37,b_focal
6749,102,3.5,b_focal
6755,114,3.12,a_reference
6756,55,4,b_focal
6758,105,2.39,a_reference
6768,86,2.74,a_reference
6772,84,2.66,a_reference
6773,96,3.15,a_reference
6775,66,2.82,b_focal
6778,89,2.08,a_reference
6781,55,3.22,b_focal
6782,55,3.34,b_focal
6783,77,1.47,a_reference
6784,87,3,a_reference
6785,82,3.04,b_focal
6786,84,3,b_focal
6787,78,3.08,a_reference
6788,80,1.59,b_focal
6789,83,1.01,a_reference
6790,79,2.35,a_reference
6791,80,1.9,b_focal
6792,75,2.59,a_reference
6795,91,3.29,b_focal
6796,91,2.63,a_reference
6798,81,2.78,a_reference
6804,87,2.73,a_reference
6805,91,2.98,b_focal
6814,63,2.7,a_reference
6830,102,2.74,a_reference
6831,89,3.04,b_focal
6834,86,2.13,b_focal
6835,79,3.08,b_focal
6837,88,2.47,a_reference
6841,113,2.8,a_reference
6842,109,3.03,b_focal
6843,92,2,a_reference
6844,55,3.04,a_reference
6846,78,2.9,a_reference
6847,77,2.84,a_reference
6848,84,3.14,a_reference
6851,78,2.4,b_focal
6852,91,2.72,b_focal
6854,82,2.94,a_reference
6856,97,2.92,a_reference
6859,92,2.93,a_reference
6860,111,3.11,a_reference
6862,114,3.08,a_reference
6865,104,3.13,a_reference
6870,79,2.61,a_reference
6871,94,3.35,a_reference
6876,99,2.11,a_reference
6880,87,1.6,b_focal
6881,86,2.65,b_focal
6887,82,1.93,a_reference
6889,98,3.51,b_focal
6892,78,1.71,a_reference
6897,88,2.79,b_focal
6904,102,3.41,a_reference
6905,91,2.72,b_focal
6911,90,2.77,a_reference
6912,86,2.25,a_reference
6913,96,2.71,b_focal
6915,86,3.03,a_reference
6918,82,2.05,a_reference
6922,83,1.79,a_reference
6923,111,2.74,b_focal
6924,69,2.52,b_focal
6927,86,1.88,a_reference
6928,81,2.63,a_reference
6929,82,1.49,a_reference
6931,91,2.13,b_focal
6934,84,2.11,a_reference
6935,91,1.84,b_focal
6938,92,2.9,b_focal
6941,99,2.17,a_reference
6944,96,2.58,b_focal
6945,96,2.71,b_focal
6952,98,3.78,b_focal
6953,99,2.84,b_focal
6954,81,2.43,a_reference
6956,120,3.57,b_focal
6957,73,2.66,a_reference
6958,81,1,a_reference
6961,76,2.14,a_reference
6964,96,3.63,b_focal
6967,81,3.55,b_focal
6974,98,2.18,a_reference
6981,133,2.13,b_focal
6982,93,2.8,a_reference
6986,94,2.08,b_focal
7007,105,2.02,b_focal
7012,133,2.61,b_focal
7013,124,2.62,b_focal
7026,115,2.5,b_focal
7027,83,1.82,a_reference
7033,84,2.11,a_reference
7035,95,2.38,b_focal
7036,88,2.92,b_focal
7038,88,3.47,b_focal
7044,55,2.07,a_reference
7046,89,1.91,a_reference
7052,111,2.96,a_reference
7056,97,2.97,a_reference
7059,87,2.81,b_focal
7060,91,3.39,b_focal
7073,90,2.31,b_focal
7088,95,3.75,b_focal
7091,91,1.97,b_focal
7092,94,1.62,a_reference
7096,104,1.57,b_focal
7101,95,1.73,a_reference
7103,90,2.57,a_reference
7105,109,2.7,b_focal
7108,114,2.91,a_reference
7111,93,1.94,b_focal
7112,83,2.39,b_focal
7115,78,2.89,a_reference
7116,98,2.08,a_reference
7117,81,2.8,b_focal
7118,98,2.88,b_focal
7119,77,1.9,a_reference
7120,104,2.64,b_focal
7122,94,2.52,b_focal
7123,80,2.5,b_focal
7126,79,2.17,a_reference
7128,82,2.2,a_reference
7132,106,3.62,b_focal
7135,90,2.67,a_reference
7137,83,2.83,b_focal
7140,111,3.22,b_focal
7142,97,2.99,b_focal
7144,102,3.24,b_focal
7145,98,3.27,b_focal
7146,99,2.97,a_reference
7148,125,3.57,b_focal
7153,85,2.48,a_reference
7156,60,1.84,a_reference
7157,85,3.01,a_reference
7159,89,3.01,a_reference
7163,106,3.74,a_reference
7164,89,2.83,b_focal
7165,86,1.93,a_reference
7166,92,3.1,b_focal
7169,85,2.11,b_focal
7171,108,3.08,a_reference
7174,109,3.35,a_reference
7176,76,2.92,b_focal
7177,91,3.73,b_focal
7178,77,3.05,b_focal
7179,83,2.85,a_reference
7181,118,3.15,a_reference
7183,108,3.26,b_focal
7184,90,2.95,a_reference
7202,91,2.56,a_reference
7203,60,3.06,a_reference
7208,82,3.32,b_focal
7212,78,2.12,a_reference
7215,92,3.14,b_focal
7216,98,3,a_reference
7218,55,3.25,b_focal
7220,107,2.86,a_reference
7221,89,2.46,a_reference
